
what articles exist which deal with tss time sharing system an operating system for ibm computers--------------

i m interested in mechanisms for communicating between disjoint processes possibly but not exclusively in a distributed environment i would rather see descriptions of complete mechanisms with or without implementations as opposed to theoretical work on the abstract problem remote procedure calls and message-passing are examples of my interests--------------

('1588', 208.98129038530638)
('3059', 204.34652822179814)
('1378', 189.143307195342)
('1575', 188.19937158656728)
('2448', 187.26481077244335)
('1371', 184.7210884870123)
('1727', 181.480710825703)
('1530', 181.03662939103958)
('3028', 180.80612884967417)
('1850', 179.9116365856159)
('1606', 178.40554468259347)
('1407', 176.85853648921534)
('1519', 176.48043232297402)
('2905', 174.51007109569034)
('2473', 174.1146902163568)
('1974', 173.85611265752797)
('2199', 173.2710186702404)
('1931', 166.7457709997616)
('1569', 164.76320336271826)
('1373', 164.07465674654745)
('3020', 159.4880893175371)
('1343', 158.5833709487526)
('2845', 156.01298178865954)
('2713', 155.84262849645918)
('3057', 155.6496042354932)
('3072', 155.58171978403186)
('2100', 155.40179835292253)
('1824', 154.98818351736978)
('2449', 154.73987983312983)
('2916', 154.65979921646974)
('2381', 154.0220236777424)
('1301', 153.36845883576785)
('1881', 149.4068599383218)
('1895', 149.4068599383218)
('1062', 149.15770868540037)
('1450', 148.96941638180763)
('1732', 148.1897556482671)
('1057', 147.8374217963284)
('1943', 147.8193232776888)
('3088', 146.51943925178597)
('1582', 146.34695498008546)
('1584', 146.14910771657745)
('2157', 146.0445141473851)
('1190', 145.39006955450122)
('1574', 144.88624136468064)
('1166', 143.94851724247127)
('2762', 143.81309743861706)
('1579', 143.45439883947716)
('2915', 143.1581665480247)
('2177', 141.44418225497202)
('1580', 140.67396958756942)
('1585', 140.67396958756942)
('1622', 138.8635503166806)
('2897', 137.60408893506582)
('2520', 137.2950931072605)
('2642', 134.13781184749158)
('1821', 134.0982250467527)
('2039', 133.466810110835)
('2666', 132.67454363013425)
('1764', 131.26112752604095)
('1583', 129.38882179467004)
('2729', 127.85593608922707)
('1581', 127.12259308164897)
('2219', 126.1840018935349)
('1159', 125.75539960526253)
('2395', 124.3860460100039)
('2714', 124.33154387828141)
('2392', 123.52985934324599)
('2534', 123.31744979257572)
('2971', 121.33936084688843)
('2337', 121.09013481581252)
('1563', 120.53811052451826)
('2731', 120.52958991870041)
('2756', 120.34426048118036)
('2051', 119.67229074106456)
('2968', 119.604458507932)
('3056', 119.28708629443271)
('1165', 118.78357763492248)
('1012', 118.67590920112059)
('2486', 117.59190447326168)
('1164', 116.99616871293205)
('1473', 116.73455188140174)
('2031', 115.67686155515086)
('2536', 115.62507458705566)
('1400', 115.56279042950831)
('2906', 115.25390777581873)
('2568', 114.84969661284538)
('1495', 112.80596553043662)
('1281', 111.75292505680714)
('1735', 111.32841569283183)
('1181', 111.11816979439033)
('2895', 110.88585795863025)
('2631', 109.7345550900094)
('3188', 109.55143685450953)
('2786', 109.13624254234766)
('1676', 108.71678593842208)
('2606', 108.47621568590957)
('2684', 106.92768314181693)
('2311', 106.61269038472183)
('1551', 104.86161742067527)
i d like papers on design and implementation of editing interfaces window-managers command interpreters etc the essential issues are human interface design with views on improvements to user efficiency effectiveness and satisfaction--------------

('3059', 105.45581128542676)
('3028', 95.67512474382326)
('2449', 95.10481911126475)
('1588', 93.67675215547065)
('1519', 91.99925946448148)
('1974', 90.0531914129144)
('1582', 89.92875308152453)
('1378', 89.4777050702015)
('1574', 89.0311590450758)
('1575', 89.0311590450758)
('1530', 88.9823910147037)
('1371', 88.15297865855449)
('1407', 88.15130600735341)
('1579', 88.15130600735341)
('1584', 87.36958564181974)
('2473', 86.86365705367098)
('1580', 86.44275979476234)
('1585', 86.44275979476234)
('1881', 86.0259217764364)
('1895', 86.0259217764364)
('1764', 85.01596151502534)
('1606', 84.39800988311615)
('1821', 83.85432422570058)
('2039', 83.4594877337266)
('1727', 82.19391421986325)
('1301', 82.19052059070562)
('1931', 81.52547459803807)
('2916', 81.00463966111609)
('2520', 80.59205950151734)
('2713', 79.57912732614841)
('1583', 79.50814834695831)
('2897', 78.89419907102489)
('1373', 78.45208857362505)
('1581', 78.11557326818564)
('1569', 77.02801518611652)
('2392', 77.0078656673809)
('2642', 76.72576801164693)
('1824', 76.69975674769546)
('2971', 76.31988389640243)
('3072', 74.85391475161927)
('2905', 74.29087626282463)
('2845', 73.89445078140723)
('2786', 73.40535184015519)
('1343', 71.49250329656878)
('1057', 71.12844651182674)
('3020', 70.92104612782843)
('3057', 70.52865611638194)
('2100', 70.05818778205524)
('2729', 70.02155197631343)
('2381', 69.36239760531144)
('2448', 69.36239760531144)
('2145', 69.30935558662766)
('1190', 68.77943479278507)
('3088', 68.66481806459466)
('2534', 68.53628269849463)
('1450', 68.11522020250139)
('2199', 67.68192247833338)
('1732', 67.48325267719717)
('2051', 67.28623306626689)
('1164', 67.03303567791535)
('2629', 66.43579689833845)
('2756', 66.34643483643873)
('1159', 66.30349072677264)
('1281', 65.80975359218124)
('2157', 65.76979977590915)
('1850', 65.55861804460159)
('2956', 65.54814302628691)
('2762', 65.53342771054982)
('1165', 65.00864323153273)
('2915', 64.75697188796991)
('2219', 64.54659188492504)
('2968', 64.37174672324639)
('1943', 64.32933472079608)
('3050', 63.58447067832515)
('1181', 62.04611684968402)
('1166', 62.00185261933849)
('2177', 61.837875826243774)
('2731', 61.54695717883533)
('1622', 60.73246851329518)
('1062', 60.50453365724534)
('2337', 59.93498426169763)
('2771', 59.450928167083966)
('2646', 59.445045008732095)
('2572', 59.32152681192579)
('2395', 58.98823342974058)
('1563', 58.60706477171973)
('2380', 57.849818828825384)
('2486', 57.66455381706242)
('2031', 57.36877897922892)
('2666', 57.110396518810525)
('1735', 57.07262917722267)
('1551', 56.99435158347962)
('2705', 56.72013182640409)
('1012', 56.55163598639096)
('1258', 56.40102263085726)
('1400', 56.260163540473314)
('2536', 54.62038539555222)
('2568', 54.60429817016754)
('2895', 54.53621533505896)
('2311', 54.25002757704734)
interested in articles on robotics motion planning particularly the geometric and combinatorial aspects we are not interested in the dynamics of arm motion--------------

('2826', 44.128338898696796)
('1543', 30.63439518181066)
('1867', 27.382267195402783)
('1014', 27.194939767871706)
('2828', 24.21443207352575)
('1623', 21.81034684074757)
('1397', 21.183157900779797)
('1664', 20.88777539948557)
('2721', 19.87111526899346)
('2931', 18.664464761789766)
('1365', 18.083111358653063)
('1341', 16.335237902341955)
('2230', 16.21932789168653)
('2176', 14.751743834974238)
('1009', 13.465526127559306)
('1234', 12.472151888324825)
('2389', 12.307309002802075)
('3198', 12.2162397883543)
('2753', 11.747185968196575)
('1634', 11.684240450820399)
('1385', 11.233048673477485)
('1698', 11.202894429844417)
('2873', 11.123511485054156)
('2671', 11.093086927697733)
('2486', 10.497322624443608)
('2622', 10.323097188355586)
('1621', 10.305691316310915)
('2572', 10.202085956083119)
('1885', 10.030102288959466)
('3035', 10.013591395494645)
('3156', 9.87519063823976)
('3172', 9.774863372328195)
('1148', 9.620816906208944)
('2496', 9.547591273287)
('2887', 9.369159780669984)
('2078', 9.195354811116308)
('2485', 9.17519321413524)
('2406', 9.069591519662936)
('3135', 9.04617908593006)
('2900', 9.035100462519477)
('3125', 8.943403561018245)
('3132', 8.898663339512767)
('1846', 8.808145617776194)
('1930', 8.756795621780752)
('1199', 8.657719110144136)
('2610', 8.609598013686348)
('2705', 8.596412624503834)
('1433', 8.528396321609662)
('2187', 8.505637481215114)
('2144', 8.456562174362784)
('2712', 8.44293336727533)
('1443', 8.341367757417476)
('2519', 8.253968990360775)
('1456', 8.22564172700854)
('1711', 8.14501168121216)
('3117', 8.00487400071112)
('1404', 7.9979157017427625)
('1348', 7.884260179314697)
('2810', 7.880923398390021)
('2707', 7.867065043042048)
('1362', 7.810477557272246)
('2769', 7.79292748133916)
('2582', 7.660006974973536)
('3040', 7.5905263330562835)
('3158', 7.582066547127748)
('1046', 7.564584810122595)
('2918', 7.54297323484261)
('2231', 7.4787028025621405)
('1262', 7.46870419449973)
('1267', 7.467945403420419)
('2046', 7.436183088125977)
('2836', 7.4318712802251925)
('1413', 7.411649910953177)
('3033', 7.406201423213616)
('1948', 7.376586157693107)
('1928', 7.366278401209759)
('1978', 7.354574830080843)
('1458', 7.333305333626602)
('1325', 7.325760455120331)
('1750', 7.323089264494695)
('2502', 7.311300809522402)
('2975', 7.310901137791822)
('2890', 7.2938346436083)
('2750', 7.253125890457874)
('3034', 7.2419882531310344)
('2923', 7.226298258219035)
('1001', 7.220195455274208)
('1116', 7.200729677269426)
('3099', 7.161127484577863)
('2022', 7.14196244231771)
('2314', 7.116861972703474)
('2526', 7.088215378173592)
('2886', 7.0792028357812145)
('1727', 7.0464192216712)
('2949', 7.029305237927996)
('1847', 7.028004344209406)
('1145', 6.952497481465188)
('3069', 6.938105900626014)
('2943', 6.937642410080498)
('3183', 6.920809096975777)
i am interested in distributed algorithms concurrent programs in which processes communicate and synchronize by using message passing areas of particular interest include fault-tolerance and techniques for understanding the correctness of these algorithms--------------

('3059', 88.16296497690065)
('3028', 77.81306443062861)
('1588', 75.7053924642887)
('2905', 74.38928021912113)
('1931', 72.98860681884162)
('1974', 72.30702529042249)
('1530', 69.99712159211403)
('1569', 69.10675684987355)
('1727', 66.70893612242216)
('2449', 65.93431494878276)
('2520', 65.83004330826225)
('2897', 62.848945483528844)
('1373', 62.42622851376099)
('3057', 62.377629489435044)
('3072', 61.876890839985485)
('2100', 61.56662426297718)
('2916', 61.30171071649551)
('2448', 60.95516893229236)
('1343', 60.47670926011752)
('2845', 60.32991080888593)
('1057', 60.16874751154527)
('1301', 60.16874751154527)
('1166', 59.946189677463586)
('2473', 59.7679850163308)
('1582', 59.56213843752875)
('1551', 59.29385123124241)
('1378', 59.263397676961986)
('1881', 59.19156731535292)
('1574', 58.967638698260785)
('1575', 58.967638698260785)
('2381', 58.838431524752615)
('2337', 58.71203030377619)
('2968', 58.59856807699762)
('1407', 58.54769526304864)
('1579', 58.3848892811751)
('1606', 58.07145544177899)
('1824', 58.04750089366286)
('2713', 57.797293803871675)
('1584', 57.57008084244398)
('1850', 57.348024171351994)
('1580', 57.25327494700312)
('1585', 57.25327494700312)
('2199', 57.25327494700312)
('1895', 56.97719234936)
('2915', 56.15291546212662)
('2157', 55.79091833779387)
('3020', 55.626393297901)
('1371', 55.4893555987058)
('2657', 55.073079249309004)
('1450', 54.97099183083113)
('2039', 54.803705931568715)
('1732', 54.40333783616922)
('2219', 54.04970747987034)
('2051', 53.95651955495436)
('3088', 53.60642482028618)
('2819', 52.913381887904)
('1943', 52.91138346214883)
('1821', 52.890504239623915)
('1181', 52.86270368202623)
('2729', 52.74985553211465)
('1764', 52.70756496003528)
('1583', 52.66030247811839)
('2762', 52.591559293386666)
('1563', 52.0416033001861)
('2402', 51.815096067134974)
('2395', 51.738126627577266)
('1581', 51.73796399588328)
('2568', 51.406014426224885)
('1062', 51.21197890021027)
('2642', 50.98937475005902)
('1164', 50.833153287676616)
('1519', 50.62927405716792)
('2392', 50.47586945314004)
('1281', 50.065129043773766)
('2771', 49.774642681456456)
('2646', 49.76315878749896)
('2534', 49.598682361216866)
('1400', 49.34252378027183)
('2984', 48.89825721814186)
('2895', 48.8938292797996)
('2971', 48.6825724707802)
('1886', 48.60038627777295)
('1012', 48.40055662871311)
('2756', 48.25600266777067)
('2031', 47.8501394867641)
('1676', 47.82022458138176)
('1924', 47.73376698959505)
('1458', 47.18650008290444)
('2177', 47.03257264716854)
('3056', 46.58716359015393)
('2744', 46.53985237771872)
('2606', 46.43407112285645)
('1622', 45.99190855248466)
('1473', 45.91594519427565)
('1190', 45.55439808076784)
('1495', 45.3863305633549)
('2786', 45.2589756115233)
('2801', 44.52802921511144)
('1735', 44.48745769612551)
('2486', 44.4467957136553)
addressing schemes for resources in networks resource addressing in network operating systems--------------

('2625', 34.82650677768188)
('2951', 33.70367803621073)
('2371', 33.05900097652077)
('3032', 32.341142156995666)
('2541', 31.136033613831934)
('2858', 29.157819603951378)
('1869', 29.149406924769718)
('2194', 27.89504347714532)
('1677', 26.479746464214546)
('2500', 26.37305901913652)
('2776', 26.07332687526358)
('1611', 25.934973625097363)
('2830', 25.19846074531296)
('2892', 24.950455603980508)
('1685', 24.66822706044725)
('2949', 23.921558884875417)
('2860', 23.910938888053433)
('2991', 23.831659797234476)
('3083', 23.262453347246385)
('1752', 22.628555033995887)
('2197', 21.995407842973023)
('3126', 21.44123459016003)
('2499', 21.134087655612902)
('1928', 20.458411808654827)
('1695', 20.08461492802726)
('2522', 19.854685345336318)
('2501', 19.83667141290242)
('2515', 19.814347736167562)
('2920', 18.74994244358839)
('3158', 18.74832828850576)
('3040', 18.62078000062192)
('2258', 18.58607370120019)
('1261', 18.18541404537815)
('2219', 18.02958002987801)
('1754', 17.929001895102218)
('2020', 17.822686274218313)
('1723', 17.814329745484308)
('2614', 17.705930014989875)
('2482', 17.551082580519736)
('2969', 17.52289661949156)
('1877', 17.518628351712017)
('1505', 17.141536541532837)
('1879', 17.093401889051563)
('3110', 16.88378577078396)
('2485', 16.56520639017108)
('3133', 16.521062908953095)
('2358', 16.48804484628064)
('2890', 16.14188151498546)
('3053', 15.941782468555626)
('2543', 15.854433197469005)
('3088', 15.738673286105952)
('2437', 15.716073731417593)
('2988', 15.64425747168381)
('2900', 15.542939413585518)
('3072', 15.51993153683303)
('2274', 15.445094072444533)
('1890', 15.346347089302288)
('2905', 15.272558593721703)
('2712', 15.135186270645539)
('3117', 14.99073430937723)
('2128', 14.94299559214216)
('2109', 14.71929413089105)
('1785', 14.61416149685096)
('2203', 14.561245655939864)
('3059', 14.370670243689974)
('1680', 14.341382291314154)
('2681', 13.766603675482148)
('1811', 13.752597511045684)
('3070', 13.517402503654745)
('1751', 13.34790648971764)
('2894', 13.277703864817873)
('2181', 13.069135821159445)
('1989', 12.985307414848782)
('1688', 12.98466125398635)
('3076', 12.89302649488148)
('1687', 12.869639966395432)
('2088', 12.869639966395432)
('1846', 12.853787946910016)
('2568', 12.730929521960292)
('2597', 12.685761911787047)
('1690', 12.645604289334097)
('2080', 12.523794089457635)
('2033', 12.389132692052875)
('2379', 12.373183770408978)
('1938', 11.974052603205433)
('2297', 11.964326689346569)
('1735', 11.891849277918233)
('3127', 11.768926549354152)
('1591', 11.670464452716992)
('2095', 11.660871901098172)
('2320', 11.61125103616761)
('2450', 11.590202477938917)
('2228', 11.413541132251702)
('2630', 11.33161647780338)
('3092', 11.261247252585008)
('2327', 11.25529214800762)
('2377', 11.255072549733194)
('2198', 11.193883610046573)
('2578', 11.156557494437495)
('2141', 11.138645058524402)
security considerations in local networks network operating systems and distributed systems--------------

('2949', 29.66354159602704)
('2951', 28.76417894812682)
('2849', 27.208295446034974)
('1928', 25.18715676250725)
('2372', 25.046539291814103)
('3068', 24.937658445994636)
('2578', 24.718745255143258)
('1695', 24.2112489806431)
('2621', 23.24816815711039)
('3158', 23.11987682694948)
('2776', 23.01197816432434)
('2371', 22.95250144814422)
('1685', 22.861111047285995)
('3082', 21.75853995194334)
('2988', 21.427143775248908)
('1750', 20.552206483404156)
('3076', 20.443115602734174)
('3137', 20.094532888635023)
('1745', 20.066269330241155)
('3141', 19.687475804794232)
('2197', 19.68009436276858)
('3174', 19.68008006925303)
('2969', 19.486293123914958)
('1747', 19.069475504980367)
('1808', 18.884927251718683)
('1811', 18.705384413226007)
('3011', 18.589265181828736)
('2515', 18.264918129443195)
('2198', 18.25063264862814)
('1261', 18.241200898105472)
('1844', 18.223837567531167)
('2890', 17.92432730067602)
('2614', 17.705930014989875)
('1846', 17.59251235425534)
('2900', 17.51909512346878)
('3070', 16.482046433322036)
('1461', 16.432998189047048)
('3133', 16.4016219135044)
('2870', 16.378309049180224)
('3059', 16.28326294656668)
('3040', 16.213029346871362)
('2151', 16.045292423751313)
('3128', 16.026798452144416)
('1978', 15.968670863791598)
('2424', 15.801176309757839)
('2581', 15.51127142884849)
('2522', 15.507550035192796)
('3032', 15.493600794871298)
('3127', 15.398518461417881)
('1723', 15.372636545260004)
('2111', 15.361023969372157)
('3025', 15.30874470680316)
('1247', 14.956796881509952)
('3026', 14.896614427070581)
('2624', 14.737804505769741)
('3182', 14.585811115711087)
('2311', 14.564527721140877)
('2069', 14.532699916375108)
('2406', 14.498895934421796)
('2950', 14.45528111145093)
('1951', 14.440478826242328)
('3181', 14.385177081566175)
('2892', 14.343603066403753)
('3111', 14.299280936187776)
('1341', 14.266520286444198)
('2138', 14.14507548675402)
('2622', 14.130160898136202)
('1959', 14.111187001675358)
('1611', 14.06947943794926)
('1680', 14.065495255016058)
('2479', 14.01593787038494)
('2358', 13.996724540971961)
('2948', 13.986351480750795)
('1032', 13.941002236369133)
('1226', 13.854881358021427)
('2812', 13.781851180573724)
('1324', 13.729134047333364)
('2985', 13.715882841159974)
('3028', 13.699715651393852)
('2567', 13.596411916621516)
('2840', 13.589855692437595)
('2882', 13.54326197483605)
('3150', 13.527648139343551)
('2712', 13.504169679170618)
('2407', 13.496627161006142)
('3148', 13.425574630918497)
('2188', 13.40882449349348)
('2741', 13.383485062736995)
('1071', 13.376944611540914)
('2867', 13.33083569778167)
('1912', 13.298263703525832)
('1728', 13.292826865243232)
('1196', 13.243817802071849)
('2345', 13.224316893578731)
('2137', 13.213780410532902)
('2317', 13.164985434991554)
('2036', 13.141773416015655)
('2320', 13.1265084848255)
('2852', 13.043148775622461)
('3177', 12.997993031354984)
parallel languages languages for parallel computation--------------

('2785', 37.330133604120526)
('2700', 28.32469304039928)
('2514', 27.8645736874764)
('2714', 27.106702683201995)
('2266', 27.072303641623893)
('1262', 25.949653896231894)
('2973', 25.68059378722741)
('1795', 25.406371464514187)
('1747', 25.212509869515998)
('2685', 25.169578265054913)
('3075', 24.470529214862474)
('1158', 24.25735122729639)
('3059', 24.131911469238112)
('2895', 23.725813792943775)
('3156', 22.76134830949018)
('2401', 22.131861054833603)
('1302', 22.05100815911864)
('2316', 21.909780436786523)
('2851', 21.765973800444293)
('2896', 21.307098389511353)
('1828', 20.603028553244176)
('2342', 20.489154078390474)
('2195', 20.353858533112668)
('2557', 20.27128089985878)
('2175', 20.030765313280813)
('2570', 19.808653980585113)
('1601', 19.570836338201154)
('2705', 19.507294968327678)
('1703', 19.498662189785165)
('1569', 19.238594071166453)
('2603', 19.21008187046372)
('3073', 18.997591874702678)
('1459', 18.671275006855456)
('1536', 18.61338474125923)
('2865', 18.593454556073443)
('2433', 18.548742094242833)
('1846', 18.366797092526276)
('2295', 18.3146912803531)
('1098', 17.88610767846078)
('2182', 17.54999914281214)
('1366', 17.274254762177456)
('1923', 17.274063428296706)
('1852', 16.916088136629618)
('2305', 16.79041112172742)
('2406', 16.721094049461964)
('1678', 16.515762841283816)
('2814', 16.48259125991733)
('1008', 16.30320811162104)
('3044', 16.17674616673176)
('1468', 16.08171275386124)
('2727', 16.06014783704306)
('2289', 15.984234585616456)
('2254', 15.835504263761234)
('3150', 15.828164573551252)
('1554', 15.827709855128006)
('1485', 15.692561989751121)
('2782', 15.680122150618656)
('1835', 15.645349634755634)
('1341', 15.539814741623207)
('2080', 15.459222131566564)
('1466', 15.45437607733714)
('2661', 15.380564957105507)
('3148', 15.27466931757432)
